countryiso3code,country_x,year,WDI_GDP_Growth,WDI_GDPpc,WDI_Investment,WDI_Inflation,WDI_PopGrowth,WDI_Trade,WGI_CC.EST,WGI_GE.EST,WGI_RQ.EST,WGI_RL.EST,WGI_VA.EST,WGI_PV.EST,WGI_GE.EST_01,WGI_RL.EST_01,WGI_RQ.EST_01,WGI_CC.EST_01,S4_raw,S4_trend,S4_diff,V_5y,PSAV_shock,FQ_z_equal_weight,z_FH,z_RSF,z_VDEM,sources_used,country_y,country,g,log_gdppc,log_gdppc_lag,pi,pi2,S_PCA,F_PCA_main
ARG,Argentina,2014,-2.51261532081394,13456.1319159151,17.2628810064651,,1.0317435786984,28.4067936452275,-0.549791395664215,-0.111114293336868,-1.0661495923996,-0.866627335548401,0.34527176618576,-0.0051218713633716,0.4777771413326264,0.3266745328903198,0.28677008152008,0.390041720867157,0.3703158691525458,0.3948134119791396,-0.0160337761044503,0.0182668499941746,0.0,0.1825751614546944,0.547695664527257,-0.6487927873560386,0.6488226071928648,3,Argentina,ARG,-2.51261532081394,9.507190185666094,9.54295482571449,,,-0.8096140854959316,0.6474682145705953
ARG,Argentina,2015,2.73115982828944,13679.6264980954,17.0707048841583,,1.04725888735726,22.4862260889792,-0.581265270709991,-0.0494756102561951,-0.898022353649139,-0.74863588809967,0.411758154630661,0.0087641347199678,0.490104877948761,0.350272822380066,0.3203955292701722,0.3837469458580018,0.3861300438642502,0.3930220377043515,0.0158141747117044,0.0158680006045386,0.0,0.1668780377929669,0.524142805990187,-0.6162781753130195,0.5927694827017334,3,Argentina,ARG,2.73115982828944,9.523662888033009,9.507190185666094,,,-0.7152945868168685,0.6081387553729334
ARG,Argentina,2016,-2.08032784377811,13265.8860639123,17.6632278606203,,0.968911125580978,26.0938878488799,-0.299235552549362,0.218796372413635,-0.347571164369583,-0.320159524679184,0.49326366186142,0.197749897837639,0.543759274482727,0.4359680950641632,0.4304857671260834,0.4401528894901275,0.4625915065407753,0.4073741825328713,0.076461462676525,0.0402518475411935,0.0,0.1557861106723783,0.6447476619520125,-0.7597483699257027,0.5823590399908252,3,Argentina,ARG,-2.08032784377811,9.49295106146972,9.523662888033009,,,-0.3416879843300277,0.6971759639627938
ARG,Argentina,2017,2.81850297775918,13520.1129846159,18.2125671747754,,0.881249595012674,25.2896011376779,-0.309002459049225,0.135085612535477,-0.196430206298828,-0.237312033772469,0.528708100318909,0.162542164325714,0.5270171225070954,0.4525375932455062,0.4607139587402343,0.438199508190155,0.4696170456707477,0.4202148524594589,0.0070255391299724,0.0360607412505228,0.0,0.1587863623271845,0.6911491768690232,-0.7584557432083084,0.5436656533208389,3,Argentina,ARG,2.81850297775918,9.511933706412325,9.49295106146972,,,-0.31282922991161777,0.6995001556092932
ARG,Argentina,2018,-2.61739646282038,13058.3285449954,16.6138850156371,34.2772237131003,0.822969480473088,30.7625359549926,-0.0992739275097847,0.0280606187880039,-0.195977628231049,-0.219330430030823,0.539252579212189,0.0069098123349249,0.5056121237576008,0.4561339139938353,0.4608044743537902,0.480145214498043,0.4756739316508174,0.4316560313260423,0.0060568859800696,0.0347987205673673,0.0,0.2080251378193522,0.7286246055904448,-0.6743712344595517,0.5698220423271636,3,Argentina,ARG,-2.61739646282038,9.477181411867752,9.511933706412325,34.2772237131003,1174.9280654779254,-0.3165975757697358,0.6924476646588668
ARG,Argentina,2019,-2.00086100285785,12706.3978108968,14.2100303992191,46.724093763494,0.710900853077743,32.6306150458499,-0.107116244733334,-0.120795331895351,-0.453079700469971,-0.427360445261002,0.570874631404877,-0.0978230908513069,0.4758409336209298,0.4145279109477996,0.4093840599060058,0.4785767510533332,0.4445824138820171,0.4343227372482682,-0.0310915177688002,0.0388782265807128,0.0,0.2779298542020181,0.7832666138706924,-0.5711661517964686,0.6216891005318305,3,Argentina,ARG,-2.00086100285785,9.449860910237419,9.477181411867752,46.724093763494,2183.140938019779,-0.5028492233769709,0.6937663149993173
ARG,Argentina,2020,-7.805534319243259,11393.0505957877,14.4151557410245,42.0150947376509,0.484665636741261,30.203698807416,-0.163570061326027,-0.254261821508408,-0.498344272375107,-0.486265957355499,0.584501206874847,-0.0719974040985107,0.4491476356983184,0.4027468085289002,0.4003311455249786,0.4672859877347946,0.4298778943717479,0.4334057685007588,-0.0147045195102691,0.0410259973335999,0.0,0.3092514525513876,0.7682141770691719,-0.5329824748950245,0.6925226554800153,3,Argentina,ARG,-7.805534319243259,9.340758851642148,9.449860910237419,42.0150947376509,1765.2681858137803,-0.5582609180146537,0.6999401101879578
ARG,Argentina,2021,10.4418119882506,12549.2811699342,18.0762892471421,46.724093763494,0.265879395046274,33.078689567466,-0.422596842050552,-0.390557259321213,-0.631172716617584,-0.477947890758514,0.610777020454407,0.0005300586344674,0.4218885481357574,0.4044104218482972,0.3737654566764832,0.4154806315898896,0.4038862645626068,0.4273159103651077,-0.0259916298091411,0.0177147761207291,0.0,0.2944081113445847,0.7786413143283755,-0.5584240402461242,0.6630070599515029,3,Argentina,ARG,10.4418119882506,9.437418665623442,9.340758851642148,46.724093763494,2183.140938019779,-0.6514079815459868,0.7021663055674054
ARG,Argentina,2022,5.26987967384072,13182.7933950725,17.2797984562396,46.724093763494,0.210808731072658,31.5477080051071,-0.447221606969833,-0.28348970413208,-0.697565734386444,-0.482351809740067,0.546316981315613,-0.0985943302512169,0.443302059173584,0.4035296380519866,0.3604868531227111,0.4105556786060334,0.4044685572385788,0.4226025134324492,0.0005822926759719,0.0161758308508999,0.0,0.8093523786487085,0.7980361370357855,,0.8206686202616315,2,Argentina,ARG,5.26987967384072,9.486667727562985,9.437418665623442,46.724093763494,2183.140938019779,-0.6385656241332998,
ARG,Argentina,2023,-1.61100162090189,12933.2497342121,19.3715390134256,46.724093763494,0.286976121920089,26.6405121334437,-0.360883951187134,-0.377517342567444,-0.482535392045975,-0.410826534032822,0.533921837806702,-0.127517908811569,0.4244965314865112,0.4178346931934356,0.4034929215908049,0.4278232097625732,0.4184118390083312,0.4217379795029818,0.0139432817697524,0.0186911403600931,0.0,0.8375653540119413,0.809088335514181,,0.8660423725097016,2,Argentina,ARG,-1.61100162090189,9.467556773072785,9.486667727562985,46.724093763494,2183.140938019779,-0.6092135055137425,
AUS,Australia,2004,4.22428481359962,49902.0187022536,27.0636473789158,2.34325522482584,1.06919812205752,37.0096135930442,2.00586891174316,1.98494184017181,1.71121954917908,1.79539239406586,1.50154197216034,0.935463547706604,0.8969883680343621,0.8590784788131721,0.842243909835816,0.901173782348632,0.8748711347579956,0.8748711347579956,,,,0.91321456977945,1.03091803169613,,0.79551110786277,2,Australia,AUS,4.22428481359962,10.817816735876313,,2.34325522482584,5.490845048673597,1.7877689753520722,
AUS,Australia,2005,3.15416753184221,50853.1976727529,27.4568260355592,2.69183168316832,1.21729073052406,39.1607469727979,1.94266772270203,1.74618124961853,1.59951293468475,1.71280241012573,1.50705575942993,0.8917076587677,0.849236249923706,0.842560482025146,0.81990258693695,0.888533544540406,0.850058215856552,0.8697522426398286,-0.0248129189014436,,,0.9140114211358056,1.0362366673970154,,0.7917861748745959,2,Australia,AUS,3.15416753184221,10.836698283919484,10.817816735876313,2.69183168316832,7.245957810508792,1.677304512342782,
AUS,Australia,2006,2.75534610557227,51553.9685966991,27.5048144980167,3.55528773727026,1.34945083098893,41.5594471705758,1.95081317424774,1.70789933204651,1.62376224994659,1.75673854351044,1.38279473781586,0.934466600418091,0.8415798664093019,0.851347708702088,0.824752449989318,0.8901626348495479,0.851960664987564,0.8660818495282534,0.001902449131012,,,0.9281664248747984,1.0600830450536525,,0.796249804695944,2,Australia,AUS,2.75534610557227,10.850384471868868,10.836698283919484,3.55528773727026,12.640070894784284,1.646142713079053,
AUS,Australia,2007,3.77332171303566,52531.7611201084,27.5019903160907,2.32761128891475,1.82499679529254,42.0080200326348,2.00087285041809,1.81895518302917,1.68421590328217,1.74388742446899,1.3691999912262,0.928874909877777,0.8637910366058339,0.8487774848937979,0.836843180656434,0.900174570083618,0.8623965680599209,0.8653215778997358,0.0104359030723569,0.0183893546008703,,0.9435529526920944,1.085553162904786,,0.8015527424794028,2,Australia,AUS,3.77332171303566,10.869173239373238,10.850384471868868,2.32761128891475,5.417774312283384,1.7089295517424279,
